"","subject","age","awar","prof","bil.dom","time","age.acq","prime","target","item","target.sta","prime.type","prime.len","target.len","prime.freq","target.freq","target.lan","response","order","RT","amb","listeng","listspa","issue","dis","accuracy","itemcode"
"5774","23",32,"no",45,20,17,10,"worm","ENANO","conENANO","word","control",4,5,3.84,3.99,"spa","1",56,0.694294572,0,"b","c","clean","no","yes",42
"5776","23",32,"no",45,20,17,10,"cotton","ESCUDO","conESCUDO","word","control",6,6,4.1,4.01,"spa","1",13,0.725831628,0,"b","c","clean","no","yes",43
"5777","23",32,"no",45,20,17,10,"scissors","ESPADA","conESPADA","word","control",8,6,3.92,3.49,"spa","1",95,0.842508137,0,"b","c","clean","no","yes",44
"5778","23",32,"no",45,20,17,10,"homework","FLECHA","conFLECHA","word","control",8,6,4.09,3.39,"spa","1",120,0.725295722,1,"b","c","as","no","yes",47
"5779","23",32,"no",45,20,17,10,"blanket","FRENO","conFRENO","word","control",7,5,3.93,3.38,"spa","1",10,0.72302413,0,"b","c","clean","no","yes",50
"5780","23",32,"no",45,20,17,10,"umbrella","GUSANO","conGUSANO","word","control",8,6,3.89,3.42,"spa","1",86,0.624363124,0,"b","c","clean","no","yes",54
"5781","23",32,"no",45,20,17,10,"onion","HACHA","conHACHA","word","control",5,5,4.28,3.4,"spa","1",43,0.692432165,0,"b","c","clean","no","yes",55
"5782","23",32,"no",45,20,17,10,"ring","LÁPIZ","conLÁPIZ","word","control",4,5,4.92,3.45,"spa","1",32,0.591669023,1,"b","c","as","no","yes",62
"5783","23",32,"no",45,20,17,10,"brake","MAÍZ","conMAÍZ","word","control",5,4,3.84,3.45,"spa","1",54,0.64276737,0,"b","c","clean","no","yes",65
"5784","23",32,"no",45,20,17,10,"cherry","MANTA","conMANTA","word","control",6,5,4.23,3.41,"spa","1",83,0.825747848,0,"b","c","clean","no","yes",66
"5787","23",32,"no",45,20,17,10,"pencil","PARAGUAS","conPARAGUAS","word","control",6,8,3.98,3.34,"spa","1",30,0.905938029,0,"b","c","clean","no","yes",72
"5789","23",32,"no",45,20,17,10,"candle","TIJERAS","conTIJERAS","word","control",6,7,3.79,3.39,"spa","1",66,0.72669816,0,"b","c","clean","no","yes",89
"5790","23",32,"no",45,20,17,10,"wheat","TINTA","conTINTA","word","control",5,5,3.95,3.4,"spa","1",77,0.643261015,0,"b","c","clean","no","yes",90
"5791","23",32,"no",45,20,17,10,"knife","TRIGO","conTRIGO","word","control",5,5,4.49,3.37,"spa","1",2,0.627184689,0,"b","c","clean","no","yes",92
"5792","23",32,"no",45,20,17,10,"sword","VELA","conVELA","word","control",5,4,4.09,3.42,"spa","1",94,0.811892748,0,"b","c","clean","no","yes",95
"5793","23",32,"no",45,20,17,10,"grandpa","ABUELO","relABUELO","word","related",7,6,4.21,4.9,"spa","1",113,0.756184638,1,"b","c","com","no","yes",229
"5795","23",32,"no",45,20,17,10,"lift","ASCENSOR","relASCENSOR","word","related",4,8,4.75,4.3,"spa","1",29,0.95842737,1,"b","c","ae","no","yes",234
"5797","23",32,"no",45,20,17,10,"tray","BANDEJA","relBANDEJA","word","related",4,7,4.15,3.86,"spa","1",7,0.922385573,0,"b","c","clean","no","yes",237
"5798","23",32,"no",45,20,17,10,"flag","BANDERA","relBANDERA","word","related",4,7,4.42,4.18,"spa","1",109,0.706068456,0,"b","c","clean","no","yes",238
"5799","23",32,"no",45,20,17,10,"crab","CANGREJO","relCANGREJO","word","related",4,8,4.21,3.99,"spa","1",36,0.74064672,0,"b","c","clean","no","yes",247
"5800","23",32,"no",45,20,17,10,"candy","CARAMELO","relCARAMELO","word","related",5,8,3.83,3.88,"spa","1",31,0.888814211,1,"b","c","ae","no","yes",248
"5801","23",32,"no",45,20,17,10,"folder","CARPETA","relCARPETA","word","related",6,7,2.94,3.64,"spa","1",104,0.839948177,0,"b","c","clean","no","yes",249
"5802","23",32,"no",45,20,17,10,"wallet","CARTERA","relCARTERA","word","related",6,7,3.81,4.26,"spa","1",41,1.141298175,0,"b","c","clean","no","yes",250
"5803","23",32,"no",45,20,17,10,"brush","CEPILLO","relCEPILLO","word","related",5,7,4.29,3.98,"spa","1",128,0.524122238,0,"b","c","clean","no","yes",252
"5804","23",32,"no",45,20,17,10,"basket","CESTA","relCESTA","word","related",6,5,4.16,3.57,"spa","1",19,0.594338238,1,"b","c","as","no","yes",254
"5805","23",32,"no",45,20,17,10,"scar","CICATRIZ","relCICATRIZ","word","related",4,8,3.6,4.03,"spa","1",78,0.643562257,0,"b","c","clean","no","yes",256
"5807","23",32,"no",45,20,17,10,"cookie","GALLETA","relGALLETA","word","related",6,7,3.65,3.43,"spa","1",28,0.774869204,1,"b","c","ae","no","yes",279
"5809","23",32,"no",45,20,17,10,"wound","HERIDA","relHERIDA","word","related",5,6,4.1,3.5,"spa","1",75,0.691486716,0,"b","c","clean","no","yes",285
"5812","23",32,"no",45,20,17,10,"dough","MASA","relMASA","word","related",5,4,4.05,3.45,"spa","0",107,0.86269331,0,"b","c","clean","no","no",295
"5813","23",32,"no",45,20,17,10,"coin","MONEDA","relMONEDA","word","related",4,6,4.05,3.46,"spa","1",118,0.575098574,0,"b","c","clean","no","yes",296
"5817","23",32,"no",45,20,17,10,"walnut","NUEZ","relNUEZ","word","related",6,4,3.73,3.37,"spa","1",65,0.606418431,0,"b","c","clean","no","yes",298
"5818","23",32,"no",45,20,17,10,"clown","PAYASO","relPAYASO","word","related",5,6,3.9,3.47,"spa","1",50,0.990220368,0,"b","c","clean","no","yes",301
"5819","23",32,"no",45,20,17,10,"ruler","REGLA","relREGLA","word","related",5,5,3.63,3.5,"spa","1",127,0.841403067,0,"b","c","clean","no","yes",303
"5820","23",32,"no",45,20,17,10,"nephew","SOBRINO","relSOBRINO","word","related",6,7,3.81,3.47,"spa","1",61,0.925063789,0,"b","c","clean","no","yes",311
"5821","23",32,"no",45,20,17,10,"keyboard","TECLADO","relTECLADO","word","related",8,7,3.64,3.32,"spa","1",44,0.724188089,1,"b","c","com","no","yes",315
"5822","23",32,"no",45,20,17,10,"fabric","TELA","relTELA","word","related",6,4,3.97,3.41,"spa","1",62,0.81049794,0,"b","c","clean","no","yes",316
"5823","23",32,"no",45,20,17,10,"grape","UVA","relUVA","word","related",5,3,3.54,3.34,"spa","1",111,0.992904544,0,"b","c","clean","no","yes",322
"5825","23",32,"no",45,20,17,10,"cloud","AJE","nonAJE","nonword","",5,3,4.77,NA,"spa","0",88,0.994774222,NA,"b","c","clean","no","yes",101
"5826","23",32,"no",45,20,17,10,"sign","ALDEI","nonALDEI","nonword","",4,5,4.98,NA,"spa","0",20,0.708499134,NA,"b","c","clean","no","yes",102
"5827","23",32,"no",45,20,17,10,"gypsy","ALMOTADA","nonALMOTADA","nonword","",5,8,3.59,NA,"spa","0",59,1.464952111,NA,"b","c","clean","no","yes",103
"5828","23",32,"no",45,20,17,10,"beach","ALOMNA","nonALOMNA","nonword","",5,6,4.72,NA,"spa","0",63,0.72574842,NA,"b","c","clean","no","yes",104
"5829","23",32,"no",45,20,17,10,"cross","APESOR","nonAPESOR","nonword","",5,6,4.94,NA,"spa","0",91,0.644030333,NA,"b","c","clean","no","yes",105
"5830","23",32,"no",45,20,17,10,"sugar","ARBISTA","nonARBISTA","nonword","",5,7,4.84,NA,"spa","0",21,0.892794192,NA,"b","c","clean","no","yes",106
"5831","23",32,"no",45,20,17,10,"rubber","ARTOL","nonARTOL","nonword","",6,5,4.06,NA,"spa","0",112,1.076880097,NA,"b","c","clean","no","yes",107
"5832","23",32,"no",45,20,17,10,"chair","ATION","nonATION","nonword","",5,5,4.66,NA,"spa","0",81,0.544169962,NA,"b","c","clean","no","yes",108
"5833","23",32,"no",45,20,17,10,"twin","ATUELA","nonATUELA","nonword","",4,6,4.01,NA,"spa","0",84,0.738257825,NA,"b","c","clean","no","yes",109
"5834","23",32,"no",45,20,17,10,"ash","BAFETE","nonBAFETE","nonword","",3,6,4.19,NA,"spa","0",34,0.924492478,NA,"b","c","clean","no","yes",110
"5835","23",32,"no",45,20,17,10,"cucumber","BARNE","nonBARNE","nonword","",8,5,3.77,NA,"spa","0",97,0.626842082,NA,"b","c","clean","no","yes",111
"5836","23",32,"no",45,20,17,10,"apple","BARVO","nonBARVO","nonword","",5,5,4.58,NA,"spa","0",116,0.75820446,NA,"b","c","clean","no","yes",112
"5837","23",32,"no",45,20,17,10,"kite","BLOQUI","nonBLOQUI","nonword","",4,6,3.89,NA,"spa","0",92,0.723335624,NA,"b","c","clean","no","yes",115
"5838","23",32,"no",45,20,17,10,"clock","BOTELLU","nonBOTELLU","nonword","",5,7,4.89,NA,"spa","0",100,0.691027582,NA,"b","c","clean","no","yes",116
"5839","23",32,"no",45,20,17,10,"bubble","BRUBA","nonBRUBA","nonword","",6,5,4.16,NA,"spa","0",12,1.636656284,NA,"b","c","clean","no","yes",118
"5840","23",32,"no",45,20,17,10,"throne","BUERNO","nonBUERNO","nonword","",6,6,4,NA,"spa","0",106,1.058255315,NA,"b","c","clean","no","yes",119
"5841","23",32,"no",45,20,17,10,"vault","BURSO","nonBURSO","nonword","",5,5,3.65,NA,"spa","0",1,1.259439826,NA,"b","c","clean","no","yes",120
"5842","23",32,"no",45,20,17,10,"laptop","CALAL","nonCALAL","nonword","",6,5,3.89,NA,"spa","0",74,0.861103117,NA,"b","c","clean","no","yes",121
"5843","23",32,"no",45,20,17,10,"troop","CARTÉN","nonCARTÉN","nonword","",5,6,3.5,NA,"spa","0",40,0.86718905,NA,"b","c","clean","no","yes",122
"5844","23",32,"no",45,20,17,10,"grid","CENPRO","nonCENPRO","nonword","",4,6,3.92,NA,"spa","0",17,1.026909828,NA,"b","c","clean","no","yes",123
"5845","23",32,"no",45,20,17,10,"armoury","CERDU","nonCERDU","nonword","",7,5,3.01,NA,"spa","0",58,1.111359,NA,"b","c","clean","no","yes",124
"5846","23",32,"no",45,20,17,10,"muffin","CHATAL","nonCHATAL","nonword","",6,6,4,NA,"spa","0",126,0.776167095,NA,"b","c","clean","no","yes",125
"5847","23",32,"no",45,20,17,10,"storm","CHOSPA","nonCHOSPA","nonword","",5,6,4.46,NA,"spa","0",51,0.676860988,NA,"b","c","clean","no","yes",128
"5848","23",32,"no",45,20,17,10,"copper","CIELA","nonCIELA","nonword","",6,5,4.25,NA,"spa","0",49,0.976302981,NA,"b","c","clean","no","yes",129
"5849","23",32,"no",45,20,17,10,"branch","CINA","nonCINA","nonword","",6,4,4.1,NA,"spa","0",35,0.877775967,NA,"b","c","clean","no","yes",130
"5850","23",32,"no",45,20,17,10,"burden","CIRTA","nonCIRTA","nonword","",6,5,4.06,NA,"spa","0",67,0.761121571,NA,"b","c","clean","no","yes",131
"5851","23",32,"no",45,20,17,10,"cello","CLAENTE","nonCLAENTE","nonword","",5,7,3.46,NA,"spa","0",9,1.308105826,NA,"b","c","clean","no","yes",132
"5852","23",32,"no",45,20,17,10,"cruise","CLIMO","nonCLIMO","nonword","",6,5,4.09,NA,"spa","0",72,0.609618425,NA,"b","c","clean","no","yes",133
"5853","23",32,"no",45,20,17,10,"razor","COIMÁN","nonCOIMÁN","nonword","",5,6,3.69,NA,"spa","0",33,1.148370147,NA,"b","c","clean","no","yes",134
"5854","23",32,"no",45,20,17,10,"cane","COLLE","nonCOLLE","nonword","",4,5,3.75,NA,"spa","0",122,0.6413517,NA,"b","c","clean","no","yes",135
"5855","23",32,"no",45,20,17,10,"cousin","COMOTE","nonCOMOTE","nonword","",6,6,4.26,NA,"spa","0",27,0.777022123,NA,"b","c","clean","no","yes",136
"5856","23",32,"no",45,20,17,10,"kettle","CONLE","nonCONLE","nonword","",6,5,4.02,NA,"spa","0",123,0.94259119,NA,"b","c","clean","no","yes",137
"5857","23",32,"no",45,20,17,10,"portrait","CORETA","nonCORETA","nonword","",8,6,4.18,NA,"spa","0",115,0.922034025,NA,"b","c","clean","no","yes",138
"5858","23",32,"no",45,20,17,10,"mosque","CORREDAR","nonCORREDAR","nonword","",6,8,3.81,NA,"spa","0",64,1.272379398,NA,"b","c","clean","no","yes",139
"5859","23",32,"no",45,20,17,10,"oyster","CRUMA","nonCRUMA","nonword","",6,5,3.82,NA,"spa","0",110,0.691196978,NA,"b","c","clean","no","yes",142
"5860","23",32,"no",45,20,17,10,"harbour","CUADRÍ","nonCUADRÍ","nonword","",7,6,4.12,NA,"spa","0",15,1.085912585,NA,"b","c","clean","no","yes",143
"5861","23",32,"no",45,20,17,10,"blaze","CUÑAYA","nonCUÑAYA","nonword","",5,6,3.61,NA,"spa","0",103,0.933325291,NA,"b","c","clean","no","yes",144
"5862","23",32,"no",45,20,17,10,"blood","CURCEL","nonCURCEL","nonword","",5,6,4.98,NA,"spa","0",53,0.679054499,NA,"b","c","clean","no","yes",145
"5863","23",32,"no",45,20,17,10,"juice","DEODA","nonDEODA","nonword","",5,5,4.44,NA,"spa","1",46,0.805380523,NA,"b","c","clean","no","no",146
"5864","23",32,"no",45,20,17,10,"flat","EQUIPUJE","nonEQUIPUJE","nonword","",4,8,4.99,NA,"spa","0",11,1.004535913,NA,"b","c","clean","no","yes",148
"5865","23",32,"no",45,20,17,10,"shell","FABULTAD","nonFABULTAD","nonword","",5,8,4.39,NA,"spa","0",16,1.118939161,NA,"b","c","clean","no","yes",149
"5866","23",32,"no",45,20,17,10,"cinnamon","FLAR","nonFLAR","nonword","",8,4,3.78,NA,"spa","0",73,0.726483524,NA,"b","c","clean","no","yes",151
"5867","23",32,"no",45,20,17,10,"army","FOESTA","nonFOESTA","nonword","",4,6,4.91,NA,"spa","0",47,1.043272495,NA,"b","c","clean","no","yes",153
"5868","23",32,"no",45,20,17,10,"pen","GAKO","nonGAKO","nonword","",3,4,4.37,NA,"spa","0",14,0.883456171,NA,"b","c","clean","no","yes",156
"5869","23",32,"no",45,20,17,10,"knight","GANDA","nonGANDA","nonword","",6,5,4.19,NA,"spa","0",85,0.823937058,NA,"b","c","clean","no","yes",157
"5870","23",32,"no",45,20,17,10,"marble","GOTE","nonGOTE","nonword","",6,4,3.86,NA,"spa","0",38,0.726480544,NA,"b","c","clean","no","yes",159
"5871","23",32,"no",45,20,17,10,"junk","HUMI","nonHUMI","nonword","",4,4,3.97,NA,"spa","0",105,0.693601668,NA,"b","c","clean","no","yes",163
"5872","23",32,"no",45,20,17,10,"suitcase","JOSA","nonJOSA","nonword","",8,4,3.78,NA,"spa","0",25,0.659613848,NA,"b","c","clean","no","yes",165
"5873","23",32,"no",45,20,17,10,"glance","LATI","nonLATI","nonword","",6,4,3.77,NA,"spa","0",119,0.729638755,NA,"b","c","clean","no","yes",167
"5874","23",32,"no",45,20,17,10,"vacuum","LORTE","nonLORTE","nonword","",6,5,3.86,NA,"spa","0",76,0.679969668,NA,"b","c","clean","no","yes",168
"5875","23",32,"no",45,20,17,10,"stone","MASTILLO","nonMASTILLO","nonword","",5,8,4.84,NA,"spa","0",82,0.809465826,NA,"b","c","clean","no","yes",169
"5876","23",32,"no",45,20,17,10,"stove","MASURA","nonMASURA","nonword","",5,6,3.67,NA,"spa","0",101,0.95704025,NA,"b","c","clean","no","yes",170
"5877","23",32,"no",45,20,17,10,"dish","MEREAL","nonMEREAL","nonword","",4,6,4.94,NA,"spa","0",96,0.775879085,NA,"b","c","clean","no","yes",171
"5878","23",32,"no",45,20,17,10,"cape","MURTILLO","nonMURTILLO","nonword","",4,8,3.95,NA,"spa","0",42,0.935790181,NA,"b","c","clean","no","yes",172
"5879","23",32,"no",45,20,17,10,"fork","OSU","nonOSU","nonword","",4,3,3.97,NA,"spa","0",6,0.624489427,NA,"b","c","clean","no","yes",173
"5880","23",32,"no",45,20,17,10,"saviour","PAFA","nonPAFA","nonword","",7,4,3.63,NA,"spa","0",70,0.595158696,NA,"b","c","clean","no","yes",174
"5881","23",32,"no",45,20,17,10,"weapon","PATU","nonPATU","nonword","",6,4,4.29,NA,"spa","0",8,0.777324677,NA,"b","c","clean","no","yes",175
"5882","23",32,"no",45,20,17,10,"survey","SOPE","nonSOPE","nonword","",6,4,4.28,NA,"spa","0",45,0.652691662,NA,"b","c","clean","no","yes",201
"5883","23",32,"no",45,20,17,10,"teenager","SOPU","nonSOPU","nonword","",8,4,4.2,NA,"spa","0",52,0.592375994,NA,"b","c","clean","no","yes",202
"5884","23",32,"no",45,20,17,10,"signal","TOLSA","nonTOLSA","nonword","",6,5,4.25,NA,"spa","0",3,0.875256479,NA,"b","c","clean","no","yes",218
"5885","23",32,"no",45,20,17,10,"mortgage","VATO","nonVATO","nonword","",8,4,4.21,NA,"spa","0",124,0.725880682,NA,"b","c","clean","no","yes",222
"5886","23",32,"no",45,20,17,10,"mall","VOLOR","nonVOLOR","nonword","",4,5,3.7,NA,"spa","0",55,0.927034974,NA,"b","c","clean","no","yes",223
"5887","23",32,"no",45,20,17,10,"river","VUENTA","nonVUENTA","nonword","",5,6,4.93,NA,"spa","0",89,0.901412845,NA,"b","c","clean","no","yes",224
"5888","23",32,"no",45,20,17,10,"wheel","YARGA","nonYARGA","nonword","",5,5,4.51,NA,"spa","0",108,0.658561707,NA,"b","c","clean","no","yes",228
"5891","24",34,"yes",54,17,48,6,"camión","AXE","conAXE","word","control",6,3,4.8,3.85,"eng","1",32,1.116143227,1,"a","c","ae","no","yes",8
"5896","24",34,"yes",54,17,48,6,"seda","CANDLE","conCANDLE","word","control",4,6,3.41,3.79,"eng","1",28,0.667280614,0,"a","c","clean","no","yes",17
"5898","24",34,"yes",54,17,48,6,"gusano","CHERRY","conCHERRY","word","control",6,6,3.42,4.23,"eng","1",82,0.788545132,0,"a","c","clean","no","yes",27
"5899","24",34,"yes",54,17,48,6,"sobrino","COTTON","conCOTTON","word","control",7,6,3.47,4.1,"eng","1",18,0.951526046,0,"a","c","clean","no","yes",33
"5901","24",34,"yes",54,17,48,6,"vela","DUVET","conDUVET","word","control",4,5,3.42,3.39,"eng","1",119,0.751932919,0,"a","c","clean","no","yes",39
"5902","24",34,"yes",54,17,48,6,"regla","FABRIC","conFABRIC","word","control",5,6,3.5,3.97,"eng","1",40,1.948257804,0,"a","c","clean","no","yes",45
"5904","24",34,"yes",54,17,48,6,"cuchara","GRANDPA","conGRANDPA","word","control",7,7,3.85,4.21,"eng","1",24,1.476467848,1,"a","c","com","no","yes",52
"5905","24",34,"yes",54,17,48,6,"edredón","INK","conINK","word","control",7,3,3.13,3.89,"eng","1",25,0.946380019,0,"a","c","clean","no","yes",59
"5906","24",34,"yes",54,17,48,6,"algodón","KNIFE","conKNIFE","word","control",7,5,3.94,4.49,"eng","1",72,0.737061441,0,"a","c","clean","no","yes",61
"5908","24",34,"yes",54,17,48,6,"cuchillo","LORRY","conLORRY","word","control",8,5,4.62,4.07,"eng","1",105,0.850982606,1,"a","c","ae","no","yes",64
"5909","24",34,"yes",54,17,48,6,"tijeras","NEPHEW","conNEPHEW","word","control",7,6,3.39,3.81,"eng","1",31,1.189272881,0,"a","c","clean","no","yes",69
"5911","24",34,"yes",54,17,48,6,"abuelo","SCISSORS","conSCISSORS","word","control",6,8,4.9,3.92,"eng","1",99,1.625060797,1,"a","c","com","no","yes",79
"5912","24",34,"yes",54,17,48,6,"hacha","SILK","conSILK","word","control",5,4,3.4,4,"eng","1",85,1.566708207,0,"a","c","clean","no","yes",82
"5914","24",34,"yes",54,17,48,6,"flecha","SPOON","conSPOON","word","control",6,5,3.39,4.29,"eng","1",20,0.783830047,0,"a","c","clean","no","yes",84
"5916","24",34,"yes",54,17,48,6,"nuez","UMBRELLA","conUMBRELLA","word","control",4,8,3.37,3.89,"eng","1",53,1.043065548,0,"a","c","clean","no","yes",93
"5921","24",34,"yes",54,17,48,6,"cesta","BASKET","relBASKET","word","related",5,6,3.57,4.16,"eng","1",63,0.73305124,1,"a","c","as","no","yes",239
"5922","24",34,"yes",54,17,48,6,"manta","BLANKET","relBLANKET","word","related",5,7,3.41,3.93,"eng","1",70,1.222567439,0,"a","c","clean","no","yes",240
"5923","24",34,"yes",54,17,48,6,"cepillo","BRUSH","relBRUSH","word","related",7,5,3.98,4.29,"eng","1",60,0.762277424,0,"a","c","clean","no","yes",243
"5924","24",34,"yes",54,17,48,6,"caramelo","CANDY","relCANDY","word","related",8,5,3.88,3.83,"eng","1",46,1.213542104,1,"a","c","ae","no","yes",246
"5925","24",34,"yes",54,17,48,6,"payaso","CLOWN","relCLOWN","word","related",6,5,3.47,3.9,"eng","1",27,0.766469002,0,"a","c","clean","no","yes",257
"5926","24",34,"yes",54,17,48,6,"moneda","COIN","relCOIN","word","related",6,4,3.46,4.05,"eng","1",79,0.876414478,0,"a","c","clean","no","yes",258
"5927","24",34,"yes",54,17,48,6,"galleta","COOKIE","relCOOKIE","word","related",7,6,3.43,3.65,"eng","1",126,0.76641053,1,"a","c","ae","no","yes",259
"5928","24",34,"yes",54,17,48,6,"maíz","CORN","relCORN","word","related",4,4,3.45,3.94,"eng","1",50,0.657514274,0,"a","c","clean","no","yes",260
"5929","24",34,"yes",54,17,48,6,"cangrejo","CRAB","relCRAB","word","related",8,4,3.99,4.21,"eng","1",96,1.773261905,0,"a","c","clean","no","yes",262
"5930","24",34,"yes",54,17,48,6,"masa","DOUGH","relDOUGH","word","related",4,5,3.45,4.05,"eng","1",103,0.900875211,0,"a","c","clean","no","yes",266
"5931","24",34,"yes",54,17,48,6,"enano","DWARF","relDWARF","word","related",5,5,3.99,3.59,"eng","1",11,1.391018629,0,"a","c","clean","no","yes",268
"5932","24",34,"yes",54,17,48,6,"bandera","FLAG","relFLAG","word","related",7,4,4.18,4.42,"eng","1",97,0.711925685,0,"a","c","clean","no","yes",274
"5933","24",34,"yes",54,17,48,6,"carpeta","FOLDER","relFOLDER","word","related",7,6,3.64,2.94,"eng","1",93,1.185763597,0,"a","c","clean","no","yes",276
"5934","24",34,"yes",54,17,48,6,"uva","GRAPE","relGRAPE","word","related",3,5,3.34,3.54,"eng","1",7,0.698423862,0,"a","c","clean","no","yes",281
"5936","24",34,"yes",54,17,48,6,"avellana","HAZELNUT","relHAZELNUT","word","related",8,8,2.72,3.17,"eng","1",69,0.78635931,0,"a","c","clean","no","yes",284
"5937","24",34,"yes",54,17,48,6,"deberes","HOMEWORK","relHOMEWORK","word","related",7,8,4.01,4.09,"eng","1",51,1.373357654,1,"a","c","as","no","yes",286
"5939","24",34,"yes",54,17,48,6,"teclado","KEYBOARD","relKEYBOARD","word","related",7,8,3.32,3.64,"eng","1",44,1.052064776,1,"a","c","com","no","yes",288
"5940","24",34,"yes",54,17,48,6,"ascensor","LIFT","relLIFT","word","related",8,4,4.3,4.75,"eng","1",1,0.729877651,1,"a","c","ae","no","yes",291
"5942","24",34,"yes",54,17,48,6,"cebolla","ONION","relONION","word","related",7,5,3.79,4.28,"eng","1",58,0.694211781,0,"a","c","clean","no","yes",299
"5943","24",34,"yes",54,17,48,6,"lápiz","PENCIL","relPENCIL","word","related",5,6,3.45,3.98,"eng","1",30,0.705360174,0,"a","c","clean","no","yes",302
"5945","24",34,"yes",54,17,48,6,"anillo","RING","relRING","word","related",6,4,4.78,4.92,"eng","1",106,0.734375179,1,"a","c","as","no","yes",304
"5946","24",34,"yes",54,17,48,6,"cicatriz","SCAR","relSCAR","word","related",8,4,4.03,3.6,"eng","1",91,0.894878864,0,"a","c","clean","no","yes",306
"5947","24",34,"yes",54,17,48,6,"escudo","SHIELD","relSHIELD","word","related",6,6,4.01,3.8,"eng","1",100,2.542959452,0,"a","c","clean","no","yes",309
"5949","24",34,"yes",54,17,48,6,"acero","STEEL","relSTEEL","word","related",5,5,4.2,4.42,"eng","1",124,0.766491592,0,"a","c","clean","no","yes",313
"5950","24",34,"yes",54,17,48,6,"bandeja","TRAY","relTRAY","word","related",7,4,3.86,4.15,"eng","1",94,0.941609025,0,"a","c","clean","no","yes",319
"5951","24",34,"yes",54,17,48,6,"cartera","WALLET","relWALLET","word","related",7,6,4.26,3.81,"eng","1",92,0.785639942,0,"a","c","clean","no","yes",324
"5952","24",34,"yes",54,17,48,6,"herida","WOUND","relWOUND","word","related",6,5,3.5,4.1,"eng","1",4,1.082369566,0,"a","c","clean","no","yes",328
"5953","24",34,"yes",54,17,48,6,"desierto","BLOGUE","nonBLOGUE","nonword","",8,6,4.49,NA,"eng","0",115,3.880684614,NA,"a","c","clean","no","yes",113
"5954","24",34,"yes",54,17,48,6,"capilla","BLOOTHE","nonBLOOTHE","nonword","",7,7,3.86,NA,"eng","0",87,0.962042093,NA,"a","c","clean","no","yes",114
